reactant_000,reactant_001
C=CCOC(=O)Cl,NCc1ccc(OCC(=O)O)cc1
O=C(c1ccccc1C(F)(F)F)N1CCN(c2ccc(Cl)nn2)CC1,OCCc1ccccc1
Cc1ccc(S(=O)(=O)OCc2c(SCc3ccc(C(C)(C)C)cc3)cnn(C(C)(C)C)c2=O)cc1,[F-]
Cc1cc(C)c(C(C)(C)CC(=O)O)c(OP(=O)(OCc2ccccc2)OCc2ccccc2)c1,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1
CCOC(=O)c1[nH]c2cc(Cl)cc(Cl)c2c1C=O,O=S(=O)(Cl)c1ccccc1
COC(=O)CCCC=CC1C2CCC(C2)C1CO,O=[Cr](=O)([O-])O[Cr](=O)(=O)[O-]
COC(=O)CCCBr,O=S(=O)(Nc1ccc2c(c1)nc(-c1ccccc1)n2-c1ccccc1)c1ccc(Cl)cc1
CC(C)OC(=O)C1(C(=O)OC(C)C)C(n2cnc3c(Cl)nc(N)nc32)C1(Cl)Cl,Nc1nc(Cl)c2[nH]cnc2n1
CCO,NC(=O)c1cnc(S)n1CCc1ccccc1
O=[N+]([O-])O,Oc1ccc(C(F)(C(F)(F)F)C(F)(F)F)cc1
CCOC(=O)CC(=O)c1ccccn1,NN1CCCC1=O
NC[C@H]1CC[C@H](CC(=O)O)CC1,O=C(Cl)OCc1ccccc1
CCOC(=O)Cc1ccc(N)cc1,Cn1ncc(/C=C/C(=O)O)c1-c1ccc(F)cc1
Cc1ccc(S(=O)(=O)OCCCl)cc1,O=[N+]([O-])c1cc(O)cc(C(F)(F)F)c1
Cc1ccc(Cl)nc1,O=C1CCC(=O)N1Br
COC(=N)C=Cc1ccc(OC)c(OC)c1,Nc1ccccc1N
CCSc1ccc[nH]1,Cn1c(Cl)nc2cc(C(F)(F)F)cnc21
Clc1cc2c(c3cc4ccccc4cc13)CN(c1ccccc1)C=N2,Sc1ccccc1
CC(C)C(=O)c1cn(C)c2ccc(Nc3nccc(Cl)n3)cc12,Cc1n[nH]cc1C=O
CCOC(=O)C(F)C(C)=O,Cc1c(O)cccc1O
CNc1ccc2c(Br)nn(C(C)C)c(=O)c2c1,CSCCCl
COC(=O)Cc1cc(OC)ccc1O,Cc1oc(-c2ccccc2)nc1COc1ccc(CCl)cc1
COC(=O)C[C@H]1CCc2c1ccc(C=O)c2C,[O-][Cl+][O-]
CC1(C)c2ccccc2-c2ccccc21,O=C1OC(=O)c2cc(Br)ccc21
Cc1cc(Br)sc1C=O,OO
COC(CCBr)OC,Cc1ccncc1-c1c[nH]c(=O)[nH]c1=O
NC1CCCCCC1,Nc1ccc(F)c([N+](=O)[O-])c1
CCOc1cccc(C(=O)O)c1,O=CC(Cl)(Cl)Cl
CC(C)=O,COc1ccc(Cl)cc1C=O
CNC(=O)C(=NOC)c1cccc(Cl)c1CO,O=C(O)c1cnc(Cl)c(Cl)c1
COB(OC)OC,C[Si](C)(C)c1cccc(Br)c1
COc1ccc2c(c1)O[C@@H](CN)CO2,O=C(O)CCCc1c[nH]c2ccccc12
C=CCOc1cn(C)c2cc(F)ccc2c1=O,CN(C)C=O
CCCCCCCCCCCCCCCCSCCCCCCCCCCC(=O)O,NN
CCOC(=O)CC(=O)C(F)(F)F,NN
NC(Cc1ccc(C(F)(F)F)o1)C(O)c1ccc(F)cc1,O=C(O)c1ccc(F)c2ccccc12
CCOC(=O)CC(=O)CCl,CSC(=N)N
Cc1c(CBr)cccc1C(F)(F)F,O=[N+]([O-])c1cc(Br)c2nc(C3CC3)[nH]c2c1
CC(C)(C)C(=O)OCCl,Cn1c(=O)[nH]c(=O)c2c1[nH]c(=O)n2C
FC(F)(F)c1cc(CBr)cc(C(F)(F)F)c1,O[C@@H]1CC[C@H]2CC[C@]1(c1ccccc1)N2Cc1ccccc1
Cc1cc(NC(=O)c2nc(C)sc2N)ccn1,O=CC1CC1
CC(=O)Cl,O=Cc1ccc2n1Cc1ccccc1N(C(=O)c1ccc(C3CCCCC3)cc1)C2
O=C1CCc2ccccc21,O=Cc1ccc(O)c(CO)c1
CCOC(=O)c1cc(C(=O)OCC)n(CC(=O)c2ccc(C(C)(C)C)cc2)n1,[NH4+]
C[Si](C)(C)C(F)(F)F,O=C1COc2ccc(Br)cc2-c2cc3ccccc3n2C1
CCN=C=NCCCN(C)C,COc1ncc(C#N)c2c1c(Nc1cccc(C(=O)O)c1)cn2C1CCCC1
CC(=O)OC(C)=O,N#CC1(c2cccc(C(=O)Nc3cc(Oc4ccc5nc(NC(=O)C6CC6)sc5n4)ccc3F)c2Cl)CC1
CCOc1cc(C(N)=O)ccc1N,COC(=O)c1sc2ncnc(Cl)c2c1C
COC(=O)/C(=C/c1sc(C)nc1C)NC(=O)c1ccc(C/C=C(/O)c2cccc(O)c2)cc1Cl,[OH-]
CCO,CCOc1cc(Nc2nc(N[C@@H](CO)c3ccc(F)cn3)ccc2[N+](=O)[O-])n[nH]1
COc1cccc2c1C(=O)CC2,NO
N#C[O-],Nc1ccc(Cl)cc1C(=O)O
O=C(O)CCc1ccc(Oc2ccc(O)cc2)cc1,OCCc1ccc(O)cc1
Cc1ccc(S(=O)(=O)Cl)cc1,O=C(O)c1n[nH]c2c1C=CC(c1ccccc1)(c1ccccc1)C2
O=C(CBr)Nc1ccccc1C(=O)Nc1ccc(Cl)cn1,c1cc(N2CCNCC2)ccn1
IC1CCCC1,O=[N+]([O-])c1ncc(Cl)cc1O
N#CCCl,Oc1ccc(Oc2ccc(Cl)cc2)cc1
CC(C)(C)OC(=O)NCCC=O,CCC(N)c1nc2onc(C(F)(F)F)c2c(=O)n1Cc1ccccc1
C#CC(CC)(c1ccc(Cl)cc1)n1ccc2c(N(COCC[Si](C)(C)C)S(C)(=O)=O)cccc21,C[Si](C)(C)C(F)(F)F
CC(=O)Nc1ccc(S(=O)(=O)Cl)cc1,NCCCn1ccnc1
NC(Cc1ccc(F)cc1)C(O)c1ccc(C(F)(F)F)cc1,O=C(Cl)C1CCCCC1
CCCCNC(=O)n1ccc2c(C=O)cccc21,c1cncc(-c2cnc3[nH]ccc3c2)c1
CCCCCCCCCCCCCCCc1cccc(O)c1,CS(C)=O
CCN(CC)C(=S)[S-],O=C(CCNC(=O)OCc1ccccc1)NCCBr
CC(=O)c1cc(F)ccc1S,CC(C)(C)C(=O)CBr
CO,COc1ccc(-c2ccc3nc(Cl)nc(N4CCNCC4C(=O)Nc4cccc(C)c4)c3n2)cc1OC
CC1(C)[C@H]2Cc3cc(N)c(N)cc3[C@]1(C)CCN2C(=O)C(F)(F)F,O=N[O-]
CC(C)(C)C#CCO,Fc1cccc(-c2cc(Cl)ncn2)c1F
CCN=C=NCCCN(C)C,Nc1c(Cl)cccc1C(=O)O
CC(=O)O,Cc1cc2c(cc1C#N)C(C)(C)CCC2(C)C
CCn1c(C)c(C(=O)C(F)(F)F)c2ccc(OC)cc21,[OH-]
CCOC(=O)C(C(=O)OCC)C(C)(C)C(C#N)(CCCN(C)C)c1cccc(OC)c1,O=S(=O)(O)O
Cc1noc(COS(C)(=O)=O)c1-c1ccccc1C(=O)c1ccc(Cl)cc1,[N-]=[N+]=[N-]
CC(=O)c1c(C)cc(C)cc1C,CCC(CC)c1ccc(Cl)c2nc3n(c12)CCN3
CCCCCCCCCCCO,COc1cccs1
CNS(=O)(=O)c1ccc(B(O)O)cc1,Cc1cc(C)c(CNC(=O)c2cc(Cl)nc3c2c(C)nn3C(C)C)c(=O)[nH]1
N#Cc1ccc([N+](=O)[O-])c(N)c1N,O=CC=O
Cc1ccc(S(=O)(=O)Cl)cc1,N#Cc1ccc2c(c1)C(=O)c1c(ccc[n+]1[O-])CC2
ClC(Cl)(Cl)Cl,O=S(=O)(c1ccccc1)c1ccccc1CO
CC(C)(C)[O-],Fc1cccc(CSc2nc(Cl)cc(Cl)n2)c1F
CC(=O)c1ccc(OCc2ccccc2)cc1,CCOC(=O)OCC
CO,COC(=O)Cc1cccnc1
BrCCBr,COc1cc(C=O)cc(Cl)c1O
COc1ccccc1N1CCN(CCCl)CC1,N#CC(c1ccccn1)c1ccccn1
NO,O=CCP(=O)(c1ccccc1)c1ccccc1
CC[Mg]Br,COC1=CC(=O)CCC1
C=CCBr,Oc1ccc(-c2nn3c(NC4CCCC4)cccc3c2-c2ccnc(NC3CCCC3)n2)cc1
BrCc1ccccc1,O=C(NCc1ccc(Cl)cc1)c1cnc2sc(CN3CCOCC3)cc2c1O
COc1ccc(S(=O)(=O)Cl)cc1,Cc1ccc(-n2nc(-c3ccc(N)cc3)cc2N)cc1
CC(C)(C)C(=O)Cn1cncn1,Clc1ccc(CBr)cc1
CS(=O)(=O)c1cc(-c2ccc(C(F)(F)F)cn2)n2ncnc2n1,C[O-]
CC(C)(C)OC(=O)N1CCc2ccccc21,CCOC(=O)Cl
CN1c2ccc(Br)cc2Sc2cc(Br)ccc21,OB(O)c1ccc2ccccc2c1
CC(C)(C)OC(=O)N[C@@H](CCCCNC(=O)[C@H](CSSC(C)(C)C)NC(=O)OCc1ccc(N=[N+]=[N-])cc1)C(=O)OCC#N,Nc1ccn([C@H]2C[C@H](OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](COP(=O)(O)O)O2)c(=O)n1
CN(C)C(On1nnc2cccnc21)=[N+](C)C,O=C(O)c1c2ccc(Br)cc2nn1-c1ccc(F)cc1
CS,N#Cc1cc(Cl)ccc1F
CCCCC(Br)C(=O)OC,COc1cc(OC)nc(O)n1
COc1cc(OC)c2c(=O)[nH]c(-c3ccc(N4CCNCC4)cc3)nc2c1,OCCBr
CC(C)CBr,O=C1CCc2ccc(O)cc21
COc1ccc(C(=O)O)c(N)c1,[I-]
COc1cc(Cl)nc(S(C)(=O)=O)n1,O=CNc1ccccc1
COC(=O)CCc1cn(Cc2ccc(O)cc2)nc1-c1ccccc1,ClCc1noc(-c2ccccc2)n1
COCCOCCOCCO,O=C(CBr)OCc1ccccc1
COC(=O)c1cc(OC)c(NC(C)=O)c(OC)c1,CS(C)(=O)=O
Cc1nnc(-c2ccc3occ(-c4ccc(C=O)c(F)c4)c3c2)o1,O=S([O-])OO
COc1ccc(-c2ccc3nnc(-c4ccc([N+](=O)[O-])cc4OC)n3c2)cc1,Cl[Sn]Cl
CCC#CCO,Fc1cccc(-c2cc(Cl)ncn2)c1F
CC(C)=CCBr,N#Cc1cccc(O)c1
II,OCC1CCCC1OC1CCCCO1
Cn1nc(-c2c(F)cccc2Cl)nc1-c1ccc(O)c(Cl)c1,Fc1cc(C(F)(F)F)ccc1CCl
Cc1nc(N)ccc1I,Cl
CC(C)(C)OC(=O)CBr,CSc1ccc(NS(C)(=O)=O)cc1
CC(C)(C)[Si](C)(C)OCCc1cc2cc(CC(=O)[O-])ccc2[nH]1,CCCC[N+](CCCC)(CCCC)CCCC
C#CC(C)O,Fc1cccc(-c2cc(Cl)ncn2)c1F
CC(=O)c1cc(F)ccc1O,O=C(O)CCl
CC(C)(C)OC(=O)N1CC(C(=O)O)C1,NN
COc1cc(CNC(=O)c2cc(C3=NOC(C4CCNCC4)C3)nc(C)n2)ccc1F,CS(=O)(=O)Cl
CI,Cc1c(C2=NC(C)(C)C(=O)N2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1
CCOC(=O)CC(C)(C)C(C#N)C(=O)O,ClCl
CI,O=C1CNc2c(F)cccc2N1
COC(=O)Cl,COCOc1c2c(cc3ccccc13)N(C(=O)OC(C)(C)C)CC2CCl
Nc1ccc(OC(F)(F)F)c(Cl)c1,O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1Cl
COC(=O)c1sc(N)nc1-c1nccc(N2CCCCC2)n1,Cl
C=CCBr,CCCCOC1=C(O)C(=O)O[C@]1(CC(O)CO)[C@@H](O)CO
CC(=O)O,COc1cc(F)ccc1-c1ccc(N)cc1
O=P(Cl)(Cl)Cl,O=c1[nH]c2c(Br)cccc2c(=O)n1C1CCC1
COc1cccc(C=O)c1F,NO
CCOC(=O)C(C)(C)Br,Oc1ccnn1-c1cccc2ccccc12
CNC(=O)C(=NOC)c1cccc(F)c1CO,O=C(O)c1cnc(Cl)c(Cl)c1
C[C@@H]1CN(C(N)=S)C[C@H](C)O1,O=C(Cc1ccnc(Cl)n1)c1cccc(NS(=O)(=O)c2cc(F)ccc2F)c1F
CC(Cl)C(=O)Cl,Cc1ccc(Cl)cc1NCC=O
CC(=O)c1ccc(F)cc1,Oc1ccc(Cl)c2ccccc12
NC(Cc1cccc(Oc2ccccc2)c1)C(O)c1ccc(F)cc1,O=C(Cl)CCc1ccccc1
C=CCBr,COc1ccc2c(c1)C(=O)NCCC2
CCOC(OCC)OCC,c1c[nH]cn1
N[C@@H]1C(O)O[C@@H](CO)[C@H](O)[C@H]1O,O=[N+]([O-])c1ccc(F)c2nonc12
CCN1C(c2nnc(-c3ccccc3)o2)=C(O)c2ccccc2S1(=O)=O,O=C(O)C1CCCC1
COC(=O)CC(C)=O,O=[N+]([O-])c1cccc(Cl)c1F
ClCc1nc2ccccc2n1-c1ccccc1,Clc1ncnc2[nH]ccc12
COc1ccc(C(=O)O)cc1C12CC3CC(CC(C3)C1)C2,NS(=O)(=O)c1ccc(O)cc1
NC(=O)CNc1ccccc1,O=C1Nc2cc(Cl)ccc2C1(Br)Cc1cccc(Cl)c1
CCOC(=O)CC(=O)C(F)(F)F,CI
Fc1ccc(CBr)cc1,c1ccc2c(c1)NC1CCCc3onc-2c31
NNc1ccccc1,O=C(Cl)c1ccc(F)cc1F
CC(C)(C)OC(=O)N1CCC(Oc2cccc(O)c2)CC1,O=S(=O)(OCC(F)(F)F)C(F)(F)F
COc1ccc(CCO)cc1,O=S(Cl)Cl
Cc1cc(O)cc(O)c1,O=S(=O)(Cl)c1cc(Cl)ccc1Cl
COC(=O)c1ccc(CBr)nc1,Oc1ccccc1
BrCc1ccccc1,CCc1cc(CC(NC(=O)N2CCC(N3Cc4ccccc4NC3=O)CC2)c2nnn[nH]2)cc2c(C)n[nH]c12
CCCCBr,OCc1ccsc1
CC#CCO,Cc1nc(Cl)cc(-c2ccccc2)n1
CC(C)(C)OC(=O)N1CC=C(B2OC(C)(C)C(C)(C)O2)CC1,Nc1cc(F)cnc1Cl
CCCNc1nc(SC)ncc1-c1n[nH]c(=O)o1,OCCBr
Cc1nn(C)c(C)c1Oc1cc(Sc2ccccn2)cnc1C#N,O=S(=O)(O)O
BrBr,COc1ccnc(OC)c1
Fc1ccc(CBr)cc1Cl,O=C1CCCCN1
CC(C)=O,COC(=O)Cc1csc2cc(OC(=O)C(C)(C)C)cc(C=O)c12
N#Cc1c(F)cccc1OCC1CCN(c2ccccc2Cl)CC1,N=C(N)N
COc1ccc(CN(c2ncns2)S(=O)(=O)c2ccc(F)c(C#N)c2)c(OC)c1,Oc1ccc(C(F)(F)F)cc1I
BrBr,Cc1cccc(C)c1C#N
C1=COCCC1,CCOC(=O)C(C)(C)CCCCCC(O)CCCCCC(C)(C)C(=O)OCC
CN(C)C=O,O=[N+]([O-])c1cc(Br)cnc1O
Cc1cc(C(=O)CC(S)(c2cc(Cl)cc(Cl)c2)C(F)(F)F)ccc1C(=O)NC1CSC1,NOS(=O)(=O)O
CCCc1ccc2c(c1)CCc1cc(I)ccc1-2,Fc1cc(Br)cc(F)c1F
COc1ccc(C(=O)Nc2ccccc2)cc1N,O=S(=O)(Cl)c1ccc(C(F)(F)F)cc1
CC(=O)c1c(OCC=C(C)C)ccc2c(=O)c(C)c(-c3ccccc3)oc12,O=Cc1ccccc1
BrCc1ccccc1,O=Cc1ccc(O)cc1F
O=[N+]([O-])c1cnn(-c2c(Cl)cc(C(F)(F)F)c(Cl)c2Cl)c1Br,[N-]=[N+]=[N-]
BrC(Br)(Br)Br,CC(C)Cc1cc(-c2cccc(CO)c2)c(S(=O)(=O)NC(C)(C)C)s1
C1CCOC1,COC(=O)C1(NC(=O)OCC2c3ccccc3-c3ccccc32)CC1
CC(=O)OC/C(=C(\C=O)c1ccccc1)c1ccc(S(C)(=O)=O)cc1,[O-][Cl+][O-]
COc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCC(NS(C)(=O)=O)CC2)n1,OCCCBr
COC(=O)[C@@H]1Cc2cc(ccc2F)-c2ccc(OCc3ccccc3)c(c2)C[C@H](NC(=O)OCc2ccccc2)C(=O)N[C@@H](CCCNC(=O)OCc2ccccc2)C(=O)N1C,NCCN
CCOC(=O)CCc1cn(Cc2ccc(O)c(OC)c2)nc1OCC,Cc1oc(-c2ccco2)nc1CCl
Brc1ccc2[nH]ccc2c1,O=S(=O)(Cl)c1ccccc1
COC(=O)C#CC(=O)OC,N#Cc1c(-c2cccs2)nn(-c2ccccc2)c1N
CO,O=C(N[C@@H](Cc1ccc(I)cc1)C(=O)O)c1c(Cl)cccc1Cl
ClCc1ccccc1,O=Cc1cc(F)c(O)c(F)c1
CN(C)C=C(C(=O)NC1C2CC3CC(C2)CC1C3)C(=O)C(C)(C)C,NNc1ccc(C(=O)O)cc1
CCOC(=O)c1cnc(SC)nc1Cl,C[O-]
CS(=O)(=O)OCC1CCN(C(=O)OCc2ccccc2)CC1,Cc1ccc(S(N)(=O)=O)cc1
C1CCOC1,CC(C)(C)[S@](=O)/N=C/c1ccc(Cl)cc1F
COC(=O)CBr,COc1cc2c(-c3ccnc(Br)c3)n[nH]c(=O)c2cc1OC
Nc1ccnn1-c1c(Cl)cc(C(F)(F)F)c(F)c1Cl,O=[N+]([O-])O
CN(C)C(=O)CCl,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1
C1=Cc2ccccc2Nc2ccccc21,NC(N)=O
Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2N)c(=O)[nH]1,O=C(OCC1c2ccccc2-c2ccccc21)ON1C(=O)CCC1=O
ClCc1ccc(NCc2ccc(Cl)c(Cl)c2)nc1,O=c1ccc2cc(O)ccc2[nH]1
COc1cc(-c2nc(C)c(C(C)=O)s2)cc(OC)c1OC,NNC(N)=O
CC(C)NCc1ccnc(Br)c1,Cn1cnc(C(=O)O)c1
Br,Nc1ccc(C(=O)N2CCOCC2)cc1C(F)(F)F
COc1ccc2c(Cc3c(Cl)cncc3Cl)nnc(Cl)c2c1,O=C1CCCN1
CCOC(=O)c1sc(N)nc1-c1cccc(Cl)c1,O=[N+]([O-])c1ccc(OCc2ccccc2)cc1F
CC(C)(C)OC(=O)N1CCC(=O)CC1,CCOP(=O)(Cc1ccccc1C(=O)OC)OCC
CCOC(=O)C12CCC(N)(CC1)CC2,NC(=O)[C@@H]1C[C@H](F)CN1C(=O)COS(=O)(=O)c1ccccc1
CON(C)C(=O)c1cc(C)nc(-n2ccnc2)n1,C[Mg+]
CCOC(=O)/C=C/c1cccc2nc(C(F)(F)F)cn12,C[S+](C)(C)=O
C1CCOC1,CCCC(O)N(C)C(=O)OC(C)(C)C
CON=C(C(=O)NC1C(=O)N2C(C(=O)OC(c3ccccc3)c3ccccc3)=C(/C=C\CCl)CS[C@H]12)c1csc(NC(c2ccccc2)(c2ccccc2)c2ccccc2)n1,CS(C)=O
ClC(Cl)=CCOc1cc(Cl)c(OCCCBr)c(Cl)c1,O=C(O)Cc1ccc(Cl)cc1
COc1c(C)cc2c(c1C)CCC2=O,NNc1ccccc1
COc1cc(F)cc(-c2cccc(Cl)c2)c1,II
NOC1CCCCO1,O=C(O)/C=C/c1ccc(N[C@@H]2CCN(C(=O)c3ccc(Cl)cc3)C2)cc1
CNc1ncc(C(F)(F)F)cc1N,O=C(O)c1ccc(C(F)(F)F)nc1Cl
O=C(O)c1ccc(C[C@]2(C3=Cc4ccccc4C3)Cc3ccccc3[C@@H]2O)cc1,c1ccncc1
C=Cc1ccc(C(C)C)nc1,CN1CCc2[nH]c3ccc(Cl)cc3c2C1
CC(=O)c1cc([N+](=O)[O-])c(Cl)s1,O=[N+]([O-])c1ccc(S)cc1
BrCc1ccc(Br)cn1,O=c1cc(O)ccn1CCc1ccc(CO)cc1
CC(C)(C)OC(=O)NCC=O,COc1cc(/C=C2\SC(=O)NC2=O)c(N2CCC(N(C)C)C2)cc1OC
CCCOc1ccc(C(CC(=O)O)N2C(=O)c3ccccc3C2=O)cc1,CN(C)c1ccccn1
C/C=C(\N)C#N,NNc1cccnc1
CN(C)N=Nc1c(C(=O)[O-])[se]c2c1CCCC2,[NH4+]
CC(=O)Cl,Cc1cccc(Nc2ccccc2CNO)c1C
CNOC,Nc1ccc(Cl)cc1C(=O)O
Nc1ncnc2[nH]c(=S)sc12,[OH-]
CC(=O)N(C)C,CC(C)N1CCC(=O)Nc2cnc(Cl)nc21
Clc1cc(Cl)ncn1,c1c[nH]cn1
C=C1CC(=O)O1,N#Cc1cccc(F)c1N
NOCF,O=C(O)C(=O)c1nsc(NC(c2ccccc2)(c2ccccc2)c2ccccc2)n1
BrCCCCCCCOc1ccc(-c2ccc(Br)cc2)cc1,[F-]
NCC(=O)O,O=C(O)c1ccc(Cl)cc1Cl
COC(C)(C)OC,O=C(O)[C@H](O)[C@@H](OCc1ccccc1)C(=O)O
O=C(O)c1cc(F)c(F)c(OC(F)F)c1F,O=[N+]([O-])O
O=C(Cl)OCc1ccccc1,O=C(O)C1CCCNC1
C=C1C(=CC(=O)OCC)CC(O[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)C(O)C1O,CC(C)(C)[Si](Cl)(c1ccccc1)c1ccccc1
Nc1cccc(N2CC(=O)NS2(=O)=O)c1,O=C(CBr)c1ccc(Cl)cc1Cl
CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2Cl)cc1,Cc1ccc(B(O)O)cc1C
CC(C)I,O=C(O)c1cc(S(=O)(=O)Cl)ccc1Br
Cc1ccc(S(=O)(=O)Cl)cc1,[O-][n+]1cccc2ncc(I)cc21
BrCc1ccccc1,Cc1nc2c(C)cc(Br)cc2c(O)c1C
CC(Oc1ccc(O)c2ccccc12)C(=O)O,[O]N(S(=O)(=O)[O-])S(=O)(=O)[O-]
ClCc1ccccc1SCc1ccccc1,O=C1CCCN1
CC#N,CC(C)CCn1c(Cn2c(=O)n(C(C)C)c3ccccc32)nc2c(C=O)cccc21
O=C(O)c1ccc(O)cc1,O=C=Nc1ccccc1
CCOC(=O)CCCCCCn1cc(Br)c2nc(-c3ccc(C)cc3)c(-c3ccc(C)cc3)nc21,CO
CC(C)(C)c1cc(NN)nnc1Cl,O=Cc1cc(F)ccc1F
CCOC(=O)c1cc(C)n(-c2ccc([N+](=O)[O-])cc2C(=O)O)n1,OC[C@@H]1Cc2ccccc2CN1
O=C(O)c1ccc(O)cc1,O=C=Nc1ccc([N+](=O)[O-])cc1
Nc1ccc2ccccc2n1,O=C(O)CCc1cnoc1-c1ccccc1
CCOC(=O)CBr,Oc1ccc(F)c(NCc2cc(-c3cccc(F)c3)ccc2Cl)c1F
O=S(=O)([O-])CCBr,c1ccc(N2CCNCC2)cc1
CCCCC(CC)Cc1c2ccsc2c(CC(CC)CCCC)c2ccsc12,C[Sn](C)(C)Cl
C=COCC,CC(=O)OCCC(C)C(O)CC=C(C)C
C#CCOC(Cl)c1ccc(Cl)cc1,[C-]#N
CO,Cc1c([N+](=O)[O-])cnc(Cl)c1Br
Cc1cc(C)cc(N)c1,N#C[S-]
BrC1CCCC1,CCc1n[nH]c2cc(C(=O)OC)ccc12
CCOCn1c(-c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F,[OH-]
C=CC(=O)OCCCCCCC,CC([N+](=O)[O-])[N+](=O)[O-]
CCOC(C)=O,COCO[C@@H]1CC(C(=O)OC)=C[C@H]2O[C@H]21
BrCc1cccc(-c2ccccc2)c1,COC(=O)CC(=O)OC
Fc1cccc(F)c1-c1ccc2[nH]ncc2c1,O=C1CCC(=O)N1Br
C=CCS,CCOC(=O)C(=NOCCBr)c1csc(NC=O)n1
CCOc1ccc(C(=O)O)cc1,ClC(Cl)=CCOc1cc(Cl)c(OCCCBr)c(Cl)c1
CC(C)=O,O=Cc1ccc(Cl)cc1
CC(C)=CCOc1ccc(O)cc1,CCOC(=O)NCCCl
CC(C)(C)OC(=O)N1CCC[C@@H]1C(=O)F,NCCS
CC(=O)OC(C)=O,Cc1ncccc1-c1nc(C(F)(F)F)cn1-c1ccc(S(N)(=O)=O)cc1
CC(=O)C#CC(C)O,CC(O)=S
CCOC(=O)NC(=S)N(C)C,[NH4+]
CCCCCCS(=O)(=O)c1ccc(S(=O)(=O)CCCCCC)nc1,Oc1ccc(Br)cc1
C=CCC(C#N)c1ccc(I)cc1,CC(C)=O
CC(C)(C)[Si](C)(C)Cl,Nc1cccc(CO)c1
COC(=O)COc1ccccc1Oc1cc(NC(C)=O)c(F)cc1N,Cl
CC(=O)OC(C)=O,COC(=O)c1ccc(O)cc1O
CC(C)(O)c1ccc2c(c1)C(=CCCBr)c1cccnc1CO2,CCOCC1(C)CNCCC1(O)c1ccc(Cl)cc1
CC1(C)COB(c2ccc3c(c2)OCCn2cc(-c4ncnn4CC(F)(F)F)nc2-3)OC1,NO
COc1cc(Br)cc(C=O)c1,OCCCO
NO,O=C1C2CCC1Cc1cc([N+](=O)[O-])ccc1C2
CC(=O)N1c2ccc(C(=O)O)cc2[C@H](Oc2ccc(N3CCOCC3)cc2)C[C@@H]1C,On1nnc2ccccc21
COC(=O)C=C(C)CCCC(C)CCCC(C)CCCC(C)C,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
COc1ccc(C=O)cc1C,C[N+](=O)[O-]
CC(=O)OC(C)=O,N#Cc1cccc2c1CCC2O
CC(C)(C)OC(=O)N1C[C@H](O[Si](C)(C)C(C)(C)C)C[C@H]1CO,O=C1c2ccccc2C(=O)N1O
CCCO,NC(=O)c1c(Nc2ccc(C(=O)N3CCOCC3)cc2)cc(Cl)nc1Cl
NC1CCN(C(=O)c2ccc(-n3ccnc3)cc2)CC1,O=C(Cl)CCc1ccccc1
COB(OC)OC,Fc1ccccc1F
COC(C=O)OC,NC1CCCC1
C1CCOC1,CCOC(=O)c1c[nH]cc1C(F)(F)F
CC(=O)c1cccnc1Nc1ccccc1,COC(=O)c1ccc(C=O)c(OC)c1
CO[n+]1cc(C)nn1-c1ccc(C(F)(F)F)cc1,C[O-]
CNC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,O=N[O-]
COc1ccc(CCC(=O)CCC(Cc2ccc(OC)c(OC)c2)[N+](=O)[O-])cc1,OCCO
C=CCO[C@@H]1C[C@@H]2C[C@H]1N(C(=O)OC(C)(C)C)[C@@H]2C(=O)N1CCC[C@H]1C#N,CN(C)C=O
OCc1ccccc1,c1ccc(CN(CC2CO2)CC2CO2)cc1
Cc1ncccc1O,ClCCCI
CC(C)(C)C(=O)CC#N,NO
O=C(O)c1cc(F)c(F)cc1Nc1ccnn1-c1ccccn1,O=P(Cl)(Cl)Cl
Cc1cc2c(c(C)n1)c(=O)n(C)n2C,O=C1CCC(=O)N1Br
CC(=O)CC(N)=O,O=S(=O)(F)F
O=[N+]([O-])c1ccc(S(=O)(=O)OC[C@@H]2CO2)cc1,O=c1cc(-c2ccc(C(F)(F)F)cc2)ccn1-c1ccc2[nH]ncc2c1
Fc1cc(Br)cc(Br)c1,OCc1ccccc1
CC(C)(C)c1cccc(N)c1,O=C([O-])Cc1nc(N2CCOCC2)cc(=O)[nH]1
Cc1cccc(C)c1Nn1c(N)cc(=O)[nH]c1=O,Cl
CC(=O)Nc1ccc(-c2cc(=O)c3c(N)c(F)cc(F)c3o2)cc1F,CI
